0	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql_install_db.txt
20025	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/james-desktop.err
65	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/clusterdb_innodb/db.opt
5	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/james-desktop.pid
61	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/performance_schema/db.opt
33500	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/james-desktop-slow.log
4096	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/tables_priv.MYI
880	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/db.MYD
0	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/slow_log.CSV
0	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/proc.MYD
18432	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/help_relation.MYI
17408	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/help_keyword.MYI
2048	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/user.MYI
0	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/time_zone_leap_second.MYD
5120	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/proxies_priv.MYI
0	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/time_zone_name.MYD
1024	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/time_zone_name.MYI
0	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/event.MYD
0	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/time_zone_transition.MYD
3072	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/help_category.MYI
0	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/plugin.MYD
0	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/ndb_binlog_index.MYD
1024	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/time_zone_leap_second.MYI
4096	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/columns_priv.MYI
21504	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/help_topic.MYI
35	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/slow_log.CSM
0	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/columns_priv.MYD
1024	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/plugin.MYI
2048	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/event.MYI
1024	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/time_zone_transition_type.MYI
9405	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/help_relation.MYD
483300	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/help_topic.MYD
1024	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/time_zone_transition.MYI
1386	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/proxies_priv.MYD
2048	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/proc.MYI
1024	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/ndb_binlog_index.MYI
0	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/time_zone.MYD
0	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/tables_priv.MYD
35	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/general_log.CSM
5120	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/db.MYI
23240	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/help_category.MYD
0	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/func.MYD
1024	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/servers.MYI
93181	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/help_keyword.MYD
4096	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/procs_priv.MYI
0	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/servers.MYD
0	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/time_zone_transition_type.MYD
0	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/general_log.CSV
1024	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/time_zone.MYI
0	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/procs_priv.MYD
328	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/user.MYD
1024	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/mysql/func.MYI
56	/home/james/workspace/work/snpdb/tmp/mars/innodb/data/auto.cnf
763806	total
